"Participant","Illusion_Type","Trial","RT","Error","Illusion_Strength","Illusion_Difference"
"S43","Vertical-Horizontal",4,1.479,0,90,0.21
"S43","Vertical-Horizontal",7,0.751,1,60,0.03
"S43","Vertical-Horizontal",16,0.565,1,60,0.03
"S43","Vertical-Horizontal",18,1.247,0,30,0.3
"S43","Vertical-Horizontal",20,0.888,1,90,0.03
"S43","Vertical-Horizontal",21,1.64,0,30,0.12
"S43","Vertical-Horizontal",23,0.874,1,30,0.03
"S43","Vertical-Horizontal",25,1.291,0,90,0.3
"S43","Vertical-Horizontal",30,0.858,1,60,0.21
"S43","Vertical-Horizontal",32,0.414,1,90,0.03
"S43","Vertical-Horizontal",34,0.989,1,90,0.12
"S43","Vertical-Horizontal",35,0.721,1,60,0.3
"S43","Vertical-Horizontal",36,0.987,0,60,0.3
"S43","Vertical-Horizontal",37,1.579,0,30,0.21
"S43","Vertical-Horizontal",42,0.609,0,30,0.3
"S43","Vertical-Horizontal",44,1.67,1,60,0.21
"S43","Vertical-Horizontal",46,0.731,0,90,0.12
"S43","Vertical-Horizontal",47,0.433,1,30,0.03
"S43","Vertical-Horizontal",49,0.416,1,60,0.12
"S43","Vertical-Horizontal",50,0.44,1,90,0.3
"S43","Vertical-Horizontal",51,0.602,1,30,0.12
"S43","Vertical-Horizontal",53,0.723,1,90,0.21
"S43","Vertical-Horizontal",54,1.01,0,30,0.21
"S43","Ebbinghaus",1,0.692,0,0.7,0.8
"S43","Ebbinghaus",3,2.625,0,1.4,0.32
"S43","Ebbinghaus",4,2.044,0,0.7,0.32
"S43","Ebbinghaus",6,1.324,0,0.7,0.56
"S43","Ebbinghaus",8,1.093,1,2.1,0.08
"S43","Ebbinghaus",14,3.34,0,1.4,0.56
"S43","Ebbinghaus",15,1.645,1,0.7,0.08
"S43","Ebbinghaus",17,1.138,1,1.4,0.08
"S43","Ebbinghaus",18,1.55,0,0.7,0.32
"S43","Ebbinghaus",21,0.972,1,2.1,0.32
"S43","Ebbinghaus",22,0.688,1,2.1,0.32
"S43","Ebbinghaus",24,1.098,1,1.4,0.8
"S43","Ebbinghaus",26,1.379,1,2.1,0.56
"S43","Ebbinghaus",31,0.903,1,1.4,0.32
"S43","Ebbinghaus",39,0.449,0,1.4,0.56
"S43","Ebbinghaus",41,0.581,1,2.1,0.08
"S43","Ebbinghaus",42,0.615,1,2.1,0.8
"S43","Ebbinghaus",43,0.653,1,2.1,0.56
"S43","Ebbinghaus",44,0.518,0,0.7,0.8
"S43","Ebbinghaus",45,0.685,1,1.4,0.08
"S43","Ebbinghaus",47,0.74,1,0.7,0.08
"S43","Ebbinghaus",48,0.567,0,0.7,0.56
"S43","Ebbinghaus",53,1.33,0,1.4,0.8
"S43","Ebbinghaus",55,0.943,1,2.1,0.8
"S43","Müller-Lyer",1,2.718,0,50,0.35
"S43","Müller-Lyer",2,2.461,0,16.6666666666667,0.2
"S43","Müller-Lyer",4,0.586,1,33.3333333333333,0.05
"S43","Müller-Lyer",8,0.86,1,16.6666666666667,0.05
"S43","Müller-Lyer",10,0.692,1,33.3333333333333,0.35
"S43","Müller-Lyer",12,0.565,1,50,0.2
"S43","Müller-Lyer",13,0.533,1,50,0.05
"S43","Müller-Lyer",14,1.183,0,50,0.2
"S43","Müller-Lyer",15,1.203,1,50,0.05
"S43","Müller-Lyer",23,1.657,0,50,0.5
"S43","Müller-Lyer",24,1.035,1,33.3333333333333,0.35
"S43","Müller-Lyer",27,0.437,1,33.3333333333333,0.2
"S43","Müller-Lyer",33,0.691,0,16.6666666666667,0.5
"S43","Müller-Lyer",34,3.485,1,16.6666666666667,0.05
"S43","Müller-Lyer",35,0.544,1,50,0.5
"S43","Müller-Lyer",39,0.719,0,33.3333333333333,0.5
"S43","Müller-Lyer",43,0.559,0,16.6666666666667,0.5
"S43","Müller-Lyer",44,0.56,0,16.6666666666667,0.35
"S43","Müller-Lyer",46,0.476,1,33.3333333333333,0.2
"S43","Müller-Lyer",48,1.921,0,16.6666666666667,0.35
"S43","Müller-Lyer",49,0.92,0,16.6666666666667,0.2
"S43","Müller-Lyer",50,0.799,1,33.3333333333333,0.05
"S43","Müller-Lyer",51,0.794,1,50,0.35
"S43","Müller-Lyer",54,0.853,0,33.3333333333333,0.5
"S43","Delboeuf",1,1.117,1,0.7,0.56
"S43","Delboeuf",2,0.648,1,0.7,0.08
"S43","Delboeuf",6,0.593,1,1.4,0.8
"S43","Delboeuf",7,0.715,1,0.7,0.08
"S43","Delboeuf",12,0.435,0,2.1,0.56
"S43","Delboeuf",15,1.779,1,2.1,0.32
"S43","Delboeuf",16,1.051,1,1.4,0.56
"S43","Delboeuf",18,2.5,0,0.7,0.56
"S43","Delboeuf",19,0.718,1,2.1,0.32
"S43","Delboeuf",20,0.927,1,1.4,0.32
"S43","Delboeuf",23,0.707,1,0.7,0.32
"S43","Delboeuf",24,0.95,1,1.4,0.08
"S43","Delboeuf",26,1.173,1,2.1,0.08
"S43","Delboeuf",27,1.128,1,2.1,0.08
"S43","Delboeuf",28,0.926,0,0.7,0.8
"S43","Delboeuf",31,1.019,0,1.4,0.8
"S43","Delboeuf",36,1.273,0,2.1,0.8
"S43","Delboeuf",37,1.002,1,0.7,0.8
"S43","Delboeuf",42,0.596,1,0.7,0.32
"S43","Delboeuf",45,2.008,0,1.4,0.32
"S43","Delboeuf",49,0.861,0,2.1,0.8
"S43","Delboeuf",50,0.89,0,2.1,0.56
"S43","Delboeuf",53,0.603,1,1.4,0.08
"S43","Delboeuf",55,0.522,1,1.4,0.56
"S43","Ebbinghaus",1,4.059,0,1.4,0.32
"S43","Ebbinghaus",4,0.945,0,0.7,0.32
"S43","Ebbinghaus",7,0.556,1,2.1,0.08
"S43","Ebbinghaus",8,1.203,1,0.7,0.08
"S43","Ebbinghaus",9,1.022,1,2.1,0.56
"S43","Ebbinghaus",12,1.106,0,2.1,0.8
"S43","Ebbinghaus",13,0.505,0,0.7,0.56
"S43","Ebbinghaus",19,2.905,1,2.1,0.56
"S43","Ebbinghaus",20,1.398,0,0.7,0.32
"S43","Ebbinghaus",22,0.706,1,2.1,0.32
"S43","Ebbinghaus",24,1.012,0,1.4,0.56
"S43","Ebbinghaus",26,0.524,0,1.4,0.8
"S43","Ebbinghaus",28,1.457,1,1.4,0.56
"S43","Ebbinghaus",29,1.67,1,2.1,0.32
"S43","Ebbinghaus",30,0.563,0,2.1,0.8
"S43","Ebbinghaus",33,1.017,0,0.7,0.56
"S43","Ebbinghaus",38,0.83,1,1.4,0.08
"S43","Ebbinghaus",40,0.555,0,0.7,0.8
"S43","Ebbinghaus",44,0.517,0,0.7,0.8
"S43","Ebbinghaus",49,0.533,0,1.4,0.8
"S43","Ebbinghaus",50,1.707,1,1.4,0.08
"S43","Ebbinghaus",53,0.99,1,1.4,0.32
"S43","Ebbinghaus",55,0.825,1,0.7,0.08
"S43","Ebbinghaus",56,0.602,1,2.1,0.08
"S43","Müller-Lyer",2,0.88,1,33.3333333333333,0.2
"S43","Müller-Lyer",3,0.97,0,33.3333333333333,0.35
"S43","Müller-Lyer",4,0.648,1,16.6666666666667,0.05
"S43","Müller-Lyer",11,0.468,1,33.3333333333333,0.05
"S43","Müller-Lyer",13,0.52,1,33.3333333333333,0.05
"S43","Müller-Lyer",20,1.071,0,16.6666666666667,0.35
"S43","Müller-Lyer",21,2.446,0,16.6666666666667,0.2
"S43","Müller-Lyer",22,0.91,1,50,0.35
"S43","Müller-Lyer",23,0.505,0,33.3333333333333,0.5
"S43","Müller-Lyer",24,0.563,1,50,0.5
"S43","Müller-Lyer",25,0.758,0,16.6666666666667,0.5
"S43","Müller-Lyer",32,0.522,1,50,0.05
"S43","Müller-Lyer",33,0.873,1,50,0.35
"S43","Müller-Lyer",36,1.222,1,16.6666666666667,0.05
"S43","Müller-Lyer",38,0.457,1,50,0.05
"S43","Müller-Lyer",39,0.937,0,50,0.5
"S43","Müller-Lyer",42,0.566,0,16.6666666666667,0.2
"S43","Müller-Lyer",44,0.969,0,33.3333333333333,0.35
"S43","Müller-Lyer",45,0.554,0,16.6666666666667,0.5
"S43","Müller-Lyer",46,0.998,0,50,0.2
"S43","Müller-Lyer",47,0.838,0,33.3333333333333,0.5
"S43","Müller-Lyer",50,0.623,1,33.3333333333333,0.2
"S43","Müller-Lyer",52,0.627,0,16.6666666666667,0.35
"S43","Müller-Lyer",55,0.552,1,50,0.2
"S43","Vertical-Horizontal",2,1.177,1,60,0.03
"S43","Vertical-Horizontal",9,1.084,0,90,0.21
"S43","Vertical-Horizontal",13,1.069,1,90,0.03
"S43","Vertical-Horizontal",14,0.97,0,90,0.21
"S43","Vertical-Horizontal",16,0.761,0,60,0.3
"S43","Vertical-Horizontal",17,0.73,0,30,0.3
"S43","Vertical-Horizontal",18,0.781,1,30,0.03
"S43","Vertical-Horizontal",19,0.581,1,60,0.03
"S43","Vertical-Horizontal",20,0.657,1,90,0.12
"S43","Vertical-Horizontal",21,0.415,1,60,0.3
"S43","Vertical-Horizontal",25,0.633,1,90,0.03
"S43","Vertical-Horizontal",28,0.514,1,30,0.03
"S43","Vertical-Horizontal",29,0.577,1,60,0.12
"S43","Vertical-Horizontal",30,0.614,1,60,0.21
"S43","Vertical-Horizontal",31,0.806,0,90,0.3
"S43","Vertical-Horizontal",33,0.753,0,30,0.21
"S43","Vertical-Horizontal",35,0.72,0,90,0.3
"S43","Vertical-Horizontal",39,0.888,1,90,0.12
"S43","Vertical-Horizontal",40,0.96,1,60,0.21
"S43","Vertical-Horizontal",43,0.732,1,60,0.12
"S43","Vertical-Horizontal",46,0.713,0,30,0.3
"S43","Vertical-Horizontal",51,1.26,1,30,0.12
"S43","Vertical-Horizontal",55,0.654,1,30,0.12
"S43","Vertical-Horizontal",56,1.139,1,30,0.21
"S43","Delboeuf",1,2.268,0,0.7,0.56
"S43","Delboeuf",4,0.92,0,0.7,0.08
"S43","Delboeuf",6,1.297,0,0.7,0.8
"S43","Delboeuf",8,1.055,0,2.1,0.8
"S43","Delboeuf",9,0.658,1,2.1,0.08
"S43","Delboeuf",11,3.107,1,2.1,0.32
"S43","Delboeuf",13,0.867,1,0.7,0.08
"S43","Delboeuf",15,1.204,0,2.1,0.8
"S43","Delboeuf",17,1.141,0,0.7,0.56
"S43","Delboeuf",18,1.702,0,1.4,0.32
"S43","Delboeuf",25,0.808,1,1.4,0.08
"S43","Delboeuf",26,0.805,0,1.4,0.56
"S43","Delboeuf",28,0.955,0,0.7,0.8
"S43","Delboeuf",31,1.062,0,0.7,0.32
"S43","Delboeuf",32,0.782,1,2.1,0.32
"S43","Delboeuf",33,0.738,0,1.4,0.8
"S43","Delboeuf",37,0.523,1,1.4,0.56
"S43","Delboeuf",41,0.742,1,2.1,0.56
"S43","Delboeuf",42,0.974,0,0.7,0.32
"S43","Delboeuf",43,0.813,1,2.1,0.56
"S43","Delboeuf",47,0.781,0,1.4,0.32
"S43","Delboeuf",51,1.02,0,1.4,0.8
"S43","Delboeuf",52,8.886,1,1.4,0.08
"S43","Delboeuf",54,0.769,1,2.1,0.08
"S43","Ponzo",3,0.594,0,16.6666666666667,0.4
"S43","Ponzo",7,0.562,1,25,0.16
"S43","Ponzo",11,1.249,1,16.6666666666667,0.16
"S43","Ponzo",16,0.587,0,8.33333333333334,0.4
"S43","Ponzo",17,0.583,0,8.33333333333334,0.16
"S43","Ponzo",18,1.361,0,16.6666666666667,0.16
"S43","Ponzo",19,0.634,0,16.6666666666667,0.28
"S43","Ponzo",22,0.864,1,25,0.04
"S43","Ponzo",23,0.537,1,16.6666666666667,0.04
"S43","Ponzo",27,0.777,0,16.6666666666667,0.28
"S43","Ponzo",28,0.682,0,8.33333333333334,0.28
"S43","Ponzo",33,0.877,0,16.6666666666667,0.4
"S43","Ponzo",34,0.77,1,8.33333333333334,0.04
"S43","Ponzo",36,0.813,1,16.6666666666667,0.04
"S43","Ponzo",37,0.99,0,8.33333333333334,0.04
"S43","Ponzo",39,0.826,0,8.33333333333334,0.28
"S43","Ponzo",43,0.505,1,25,0.28
"S43","Ponzo",45,0.721,0,8.33333333333334,0.4
"S43","Ponzo",46,1.566,1,25,0.28
"S43","Ponzo",47,0.873,1,25,0.16
"S43","Ponzo",48,1.511,0,8.33333333333334,0.16
"S43","Ponzo",50,0.968,1,25,0.4
"S43","Ponzo",54,0.754,0,25,0.4
"S43","Ponzo",55,0.562,1,25,0.04
"S44","Ebbinghaus",1,1.811,0,2.1,0.32
"S44","Ebbinghaus",2,1.165,0,1.4,0.32
"S44","Ebbinghaus",7,0.651,0,1.4,0.8
"S44","Ebbinghaus",8,0.86,0,1.4,0.8
"S44","Ebbinghaus",13,0.505,1,0.7,0.56
"S44","Ebbinghaus",14,0.689,1,0.7,0.56
"S44","Ebbinghaus",15,1.101,1,0.7,0.8
"S44","Ebbinghaus",20,0.93,1,2.1,0.56
"S44","Ebbinghaus",22,0.862,1,0.7,0.32
"S44","Ebbinghaus",23,0.66,1,2.1,0.8
"S44","Ebbinghaus",25,0.689,1,2.1,0.08
"S44","Ebbinghaus",26,0.666,1,2.1,0.8
"S44","Ebbinghaus",29,1.021,1,1.4,0.08
"S44","Ebbinghaus",30,0.645,1,1.4,0.56
"S44","Ebbinghaus",31,0.606,1,2.1,0.08
"S44","Ebbinghaus",34,0.498,1,0.7,0.32
"S44","Ebbinghaus",35,1.047,1,0.7,0.08
"S44","Ebbinghaus",37,0.62,1,1.4,0.32
"S44","Ebbinghaus",43,0.976,1,2.1,0.56
"S44","Ebbinghaus",45,0.578,1,0.7,0.08
"S44","Ebbinghaus",46,0.75,1,1.4,0.56
"S44","Ebbinghaus",47,0.674,1,0.7,0.8
"S44","Ebbinghaus",52,0.649,1,1.4,0.08
"S44","Ebbinghaus",56,0.59,1,2.1,0.32
"S44","Vertical-Horizontal",1,1.212,0,60,0.3
"S44","Vertical-Horizontal",3,1.134,1,30,0.12
"S44","Vertical-Horizontal",4,0.909,0,30,0.21
"S44","Vertical-Horizontal",6,1.478,1,60,0.03
"S44","Vertical-Horizontal",9,1.635,0,90,0.21
"S44","Vertical-Horizontal",10,0.936,0,90,0.21
"S44","Vertical-Horizontal",14,0.975,1,30,0.12
"S44","Vertical-Horizontal",15,1.182,0,90,0.3
"S44","Vertical-Horizontal",20,1.271,0,60,0.21
"S44","Vertical-Horizontal",23,2.014,0,90,0.12
"S44","Vertical-Horizontal",24,0.865,0,60,0.3
"S44","Vertical-Horizontal",27,0.988,1,30,0.03
"S44","Vertical-Horizontal",29,0.908,1,60,0.03
"S44","Vertical-Horizontal",30,1.352,0,60,0.12
"S44","Vertical-Horizontal",31,0.988,1,90,0.03
"S44","Vertical-Horizontal",32,1.348,0,30,0.21
"S44","Vertical-Horizontal",33,0.677,0,30,0.3
"S44","Vertical-Horizontal",35,1.573,0,90,0.12
"S44","Vertical-Horizontal",36,1.101,1,30,0.03
"S44","Vertical-Horizontal",37,1.395,1,90,0.03
"S44","Vertical-Horizontal",40,1.943,0,60,0.21
"S44","Vertical-Horizontal",47,3.192,0,60,0.12
"S44","Vertical-Horizontal",51,1.393,0,90,0.3
"S44","Vertical-Horizontal",56,0.869,0,30,0.3
"S44","Müller-Lyer",1,3.94,0,16.6666666666667,0.35
"S44","Müller-Lyer",6,2.641,1,33.3333333333333,0.2
"S44","Müller-Lyer",8,1.183,0,33.3333333333333,0.5
"S44","Müller-Lyer",10,0.844,1,33.3333333333333,0.05
"S44","Müller-Lyer",11,0.911,1,33.3333333333333,0.05
"S44","Müller-Lyer",12,2.705,0,33.3333333333333,0.35
"S44","Müller-Lyer",14,1.137,1,50,0.05
"S44","Müller-Lyer",16,1.626,0,16.6666666666667,0.2
"S44","Müller-Lyer",18,1.195,0,16.6666666666667,0.35
"S44","Müller-Lyer",20,0.652,1,50,0.35
"S44","Müller-Lyer",24,1.205,0,16.6666666666667,0.5
"S44","Müller-Lyer",29,0.894,1,16.6666666666667,0.05
"S44","Müller-Lyer",31,1.112,0,50,0.35
"S44","Müller-Lyer",34,1.176,0,16.6666666666667,0.5
"S44","Müller-Lyer",35,1.763,0,16.6666666666667,0.05
"S44","Müller-Lyer",36,1.147,1,16.6666666666667,0.2
"S44","Müller-Lyer",39,1.075,0,50,0.5
"S44","Müller-Lyer",40,1.192,0,33.3333333333333,0.5
"S44","Müller-Lyer",42,1.515,0,33.3333333333333,0.2
"S44","Müller-Lyer",45,2.609,1,50,0.05
"S44","Müller-Lyer",48,0.978,0,50,0.5
"S44","Müller-Lyer",49,1.429,0,50,0.2
"S44","Müller-Lyer",51,1.296,0,33.3333333333333,0.35
"S44","Müller-Lyer",53,0.628,1,50,0.2
"S44","Ponzo",1,1.012,0,8.33333333333334,0.28
"S44","Ponzo",2,1.632,0,16.6666666666667,0.16
"S44","Ponzo",4,1.352,1,16.6666666666667,0.04
"S44","Ponzo",6,1.514,0,25,0.16
"S44","Ponzo",8,0.879,0,16.6666666666667,0.28
"S44","Ponzo",12,1.22,1,8.33333333333334,0.04
"S44","Ponzo",13,0.629,1,25,0.4
"S44","Ponzo",15,0.726,0,16.6666666666667,0.16
"S44","Ponzo",17,0.735,0,8.33333333333334,0.16
"S44","Ponzo",18,0.57,1,25,0.04
"S44","Ponzo",19,0.634,0,8.33333333333334,0.4
"S44","Ponzo",27,0.992,0,25,0.28
"S44","Ponzo",28,0.867,1,25,0.04
"S44","Ponzo",30,0.838,0,8.33333333333334,0.28
"S44","Ponzo",31,0.554,1,16.6666666666667,0.04
"S44","Ponzo",32,0.591,0,8.33333333333334,0.16
"S44","Ponzo",34,0.819,0,16.6666666666667,0.4
"S44","Ponzo",39,0.516,0,8.33333333333334,0.4
"S44","Ponzo",42,0.744,1,8.33333333333334,0.04
"S44","Ponzo",49,0.639,1,25,0.4
"S44","Ponzo",50,1.433,0,25,0.16
"S44","Ponzo",54,0.685,0,16.6666666666667,0.4
"S44","Ponzo",55,0.781,0,16.6666666666667,0.28
"S44","Ponzo",56,1.613,0,25,0.28
"S44","Delboeuf",2,1.702,1,2.1,0.08
"S44","Delboeuf",6,1.088,0,1.4,0.56
"S44","Delboeuf",9,1.383,0,1.4,0.32
"S44","Delboeuf",10,1.262,0,2.1,0.32
"S44","Delboeuf",11,1.056,0,0.7,0.56
"S44","Delboeuf",14,1.016,1,2.1,0.32
"S44","Delboeuf",16,1.549,0,0.7,0.32
"S44","Delboeuf",17,1.066,0,2.1,0.56
"S44","Delboeuf",22,1.383,0,2.1,0.56
"S44","Delboeuf",25,1.755,0,1.4,0.32
"S44","Delboeuf",28,1.147,0,0.7,0.08
"S44","Delboeuf",30,1.333,0,0.7,0.56
"S44","Delboeuf",31,1.667,1,2.1,0.08
"S44","Delboeuf",34,1.156,0,1.4,0.8
"S44","Delboeuf",35,1.615,0,1.4,0.8
"S44","Delboeuf",37,1.721,0,2.1,0.8
"S44","Delboeuf",39,1.282,1,0.7,0.08
"S44","Delboeuf",43,0.648,0,0.7,0.8
"S44","Delboeuf",44,0.732,0,2.1,0.8
"S44","Delboeuf",46,1.405,1,1.4,0.08
"S44","Delboeuf",47,0.934,0,0.7,0.8
"S44","Delboeuf",52,0.566,1,1.4,0.08
"S44","Delboeuf",54,0.541,0,1.4,0.56
"S44","Delboeuf",55,1.061,0,0.7,0.32
"S44","Vertical-Horizontal",4,0.848,1,30,0.3
"S44","Vertical-Horizontal",5,1.258,1,60,0.12
"S44","Vertical-Horizontal",8,0.806,0,30,0.21
"S44","Vertical-Horizontal",9,0.625,0,30,0.12
"S44","Vertical-Horizontal",11,0.572,0,90,0.21
"S44","Vertical-Horizontal",13,0.778,1,30,0.12
"S44","Vertical-Horizontal",14,0.654,1,90,0.03
"S44","Vertical-Horizontal",16,0.908,1,60,0.21
"S44","Vertical-Horizontal",17,0.854,0,90,0.21
"S44","Vertical-Horizontal",18,0.888,0,90,0.3
"S44","Vertical-Horizontal",21,0.668,1,60,0.03
"S44","Vertical-Horizontal",24,0.925,1,90,0.12
"S44","Vertical-Horizontal",29,0.359,1,90,0.3
"S44","Vertical-Horizontal",31,0.713,1,60,0.3
"S44","Vertical-Horizontal",33,0.491,1,30,0.03
"S44","Vertical-Horizontal",35,0.629,1,60,0.03
"S44","Vertical-Horizontal",37,0.8,1,60,0.21
"S44","Vertical-Horizontal",38,0.639,1,90,0.03
"S44","Vertical-Horizontal",40,0.582,1,90,0.12
"S44","Vertical-Horizontal",44,0.698,0,30,0.21
"S44","Vertical-Horizontal",47,0.383,0,30,0.03
"S44","Vertical-Horizontal",48,0.626,0,30,0.3
"S44","Vertical-Horizontal",50,0.632,1,60,0.12
"S44","Vertical-Horizontal",52,1.188,0,60,0.3
"S44","Ebbinghaus",1,0.752,1,2.1,0.08
"S44","Ebbinghaus",2,1.114,0,0.7,0.56
"S44","Ebbinghaus",4,0.931,0,1.4,0.56
"S44","Ebbinghaus",7,0.638,0,0.7,0.8
"S44","Ebbinghaus",9,1.309,1,0.7,0.08
"S44","Ebbinghaus",10,0.593,0,0.7,0.8
"S44","Ebbinghaus",17,0.616,1,2.1,0.08
"S44","Ebbinghaus",18,1.037,0,2.1,0.8
"S44","Ebbinghaus",20,0.474,0,1.4,0.8
"S44","Ebbinghaus",22,0.642,0,0.7,0.56
"S44","Ebbinghaus",27,0.465,0,0.7,0.32
"S44","Ebbinghaus",29,0.615,0,1.4,0.56
"S44","Ebbinghaus",30,0.896,0,1.4,0.32
"S44","Ebbinghaus",32,0.593,0,2.1,0.56
"S44","Ebbinghaus",34,0.825,0,2.1,0.32
"S44","Ebbinghaus",36,0.917,0,0.7,0.32
"S44","Ebbinghaus",38,2.323,1,2.1,0.32
"S44","Ebbinghaus",44,0.693,0,0.7,0.08
"S44","Ebbinghaus",45,0.766,1,1.4,0.08
"S44","Ebbinghaus",50,0.804,0,1.4,0.32
"S44","Ebbinghaus",51,0.609,0,2.1,0.8
"S44","Ebbinghaus",52,0.664,0,1.4,0.08
"S44","Ebbinghaus",55,0.583,0,1.4,0.8
"S44","Ebbinghaus",56,0.937,0,2.1,0.56
"S44","Ponzo",1,0.836,0,8.33333333333334,0.28
"S44","Ponzo",5,0.832,1,16.6666666666667,0.16
"S44","Ponzo",16,1.521,0,25,0.28
"S44","Ponzo",17,0.609,0,8.33333333333334,0.4
"S44","Ponzo",20,0.665,0,8.33333333333334,0.4
"S44","Ponzo",21,0.755,1,25,0.28
"S44","Ponzo",23,0.848,0,16.6666666666667,0.28
"S44","Ponzo",27,0.562,1,25,0.16
"S44","Ponzo",30,0.717,0,16.6666666666667,0.28
"S44","Ponzo",33,0.836,0,25,0.4
"S44","Ponzo",36,0.865,0,8.33333333333334,0.16
"S44","Ponzo",38,1.198,1,8.33333333333334,0.04
"S44","Ponzo",39,0.526,1,25,0.16
"S44","Ponzo",40,1.1,0,8.33333333333334,0.04
"S44","Ponzo",42,0.748,0,8.33333333333334,0.28
"S44","Ponzo",43,0.643,0,16.6666666666667,0.4
"S44","Ponzo",44,0.81,0,8.33333333333334,0.16
"S44","Ponzo",45,0.759,1,16.6666666666667,0.04
"S44","Ponzo",46,0.716,0,16.6666666666667,0.4
"S44","Ponzo",49,0.66,1,25,0.04
"S44","Ponzo",51,1.105,1,16.6666666666667,0.16
"S44","Ponzo",52,0.951,1,16.6666666666667,0.04
"S44","Ponzo",54,0.685,1,25,0.4
"S44","Ponzo",56,0.998,1,25,0.04
"S44","Müller-Lyer",2,1.462,0,33.3333333333333,0.35
"S44","Müller-Lyer",4,0.919,1,33.3333333333333,0.05
"S44","Müller-Lyer",6,1.855,0,50,0.35
"S44","Müller-Lyer",7,1.186,1,50,0.2
"S44","Müller-Lyer",9,0.564,1,50,0.05
"S44","Müller-Lyer",10,2.786,1,16.6666666666667,0.05
"S44","Müller-Lyer",11,0.649,1,16.6666666666667,0.2
"S44","Müller-Lyer",13,1.007,0,33.3333333333333,0.35
"S44","Müller-Lyer",16,1.138,0,50,0.35
"S44","Müller-Lyer",19,1.223,0,16.6666666666667,0.35
"S44","Müller-Lyer",20,0.839,0,16.6666666666667,0.5
"S44","Müller-Lyer",21,1.601,1,16.6666666666667,0.2
"S44","Müller-Lyer",28,1.218,0,33.3333333333333,0.5
"S44","Müller-Lyer",29,0.803,0,16.6666666666667,0.5
"S44","Müller-Lyer",32,0.938,0,50,0.5
"S44","Müller-Lyer",33,0.677,1,16.6666666666667,0.05
"S44","Müller-Lyer",34,0.488,1,50,0.2
"S44","Müller-Lyer",35,0.508,0,33.3333333333333,0.5
"S44","Müller-Lyer",36,0.834,0,16.6666666666667,0.35
"S44","Müller-Lyer",42,0.798,0,50,0.5
"S44","Müller-Lyer",49,0.442,1,33.3333333333333,0.05
"S44","Müller-Lyer",51,0.643,1,50,0.05
"S44","Müller-Lyer",52,0.779,1,33.3333333333333,0.2
"S44","Müller-Lyer",56,0.646,1,33.3333333333333,0.2
"S44","Delboeuf",2,0.869,0,1.4,0.8
"S44","Delboeuf",3,0.435,0,2.1,0.56
"S44","Delboeuf",4,0.587,0,0.7,0.32
"S44","Delboeuf",10,0.816,0,2.1,0.56
"S44","Delboeuf",11,0.737,0,2.1,0.8
"S44","Delboeuf",14,0.778,0,2.1,0.8
"S44","Delboeuf",15,0.572,0,0.7,0.8
"S44","Delboeuf",18,0.911,1,2.1,0.32
"S44","Delboeuf",22,1.795,0,0.7,0.08
"S44","Delboeuf",23,0.839,1,2.1,0.08
"S44","Delboeuf",26,0.705,0,1.4,0.8
"S44","Delboeuf",28,0.733,0,1.4,0.32
"S44","Delboeuf",29,0.742,0,2.1,0.32
"S44","Delboeuf",33,1.057,0,0.7,0.56
"S44","Delboeuf",35,0.951,1,1.4,0.08
"S44","Delboeuf",40,0.866,1,1.4,0.08
"S44","Delboeuf",43,1.214,0,0.7,0.32
"S44","Delboeuf",44,1.127,1,1.4,0.32
"S44","Delboeuf",45,0.689,0,0.7,0.8
"S44","Delboeuf",48,0.81,0,0.7,0.56
"S44","Delboeuf",51,0.473,1,0.7,0.08
"S44","Delboeuf",52,1.143,0,1.4,0.56
"S44","Delboeuf",53,1.086,1,1.4,0.56
"S44","Delboeuf",54,1.043,1,2.1,0.08
"S45","Ebbinghaus",5,0.705,1,2.1,0.32
"S45","Ebbinghaus",8,0.601,0,0.7,0.08
"S45","Ebbinghaus",12,0.694,0,0.7,0.32
"S45","Ebbinghaus",15,0.513,0,1.4,0.32
"S45","Ebbinghaus",16,0.735,0,0.7,0.32
"S45","Ebbinghaus",17,1.31,1,1.4,0.32
"S45","Ebbinghaus",18,0.795,0,0.7,0.08
"S45","Ebbinghaus",20,1.006,1,2.1,0.08
"S45","Ebbinghaus",21,0.9,1,2.1,0.32
"S45","Ebbinghaus",26,0.845,0,1.4,0.56
"S45","Ebbinghaus",27,1.033,0,1.4,0.08
"S45","Ebbinghaus",28,0.645,0,1.4,0.8
"S45","Ebbinghaus",29,0.62,0,0.7,0.8
"S45","Ebbinghaus",31,0.698,0,0.7,0.56
"S45","Ebbinghaus",32,0.856,0,2.1,0.56
"S45","Ebbinghaus",33,0.637,0,0.7,0.56
"S45","Ebbinghaus",35,0.752,0,1.4,0.8
"S45","Ebbinghaus",36,0.515,0,0.7,0.8
"S45","Ebbinghaus",39,0.498,0,2.1,0.8
"S45","Ebbinghaus",40,0.65,1,1.4,0.08
"S45","Ebbinghaus",43,0.478,0,1.4,0.56
"S45","Ebbinghaus",47,0.603,1,2.1,0.08
"S45","Ebbinghaus",52,0.466,0,2.1,0.8
"S45","Ebbinghaus",53,0.642,1,2.1,0.56
"S45","Delboeuf",1,0.913,0,2.1,0.56
"S45","Delboeuf",2,0.778,0,0.7,0.8
"S45","Delboeuf",4,1.358,1,2.1,0.32
"S45","Delboeuf",5,1.332,0,1.4,0.32
"S45","Delboeuf",6,0.664,0,1.4,0.56
